﻿"編號","報修日期","完成日期","當前狀態","報價進度","歸檔狀態","負責工程師","客戶名稱","機型","時效(天)","聯絡人","電話","地址","保固","問題狀況","其他詳細資訊"
"T-4662","2026-07-23","2026-07-24","完修","","已封存","廖聖典 Max","全家-台中甲福店","XS","5","","","","","叫修:","叫修: 1.客戶名稱/經銷：全家-台中甲福店 2.統編： 3.聯絡人：吳先生 4.聯絡電話號碼：04-22152125 5.地址：台中市東區東英十五街300號 6.機型/機號：E60SJ23053061802 7.保固與否：否 8.故障問題：S27 球閥故障"
"T-6096","2026-07-21","2026-07-22","完修","","已封存","林正賢 Jeff","全家-土城城堡店","XS","5","","","","","1.客戶名稱/經銷：全家-土城城堡店","1.客戶名稱/經銷：全家-土城城堡店 2.統編： 3.聯絡人：郭先生 4.聯絡電話號碼：0222743213 5.地址：新北市土城區福仁街50巷1號 6.機型/機號：E60SJ22113018910 7.保固與否：否 8.故障問題：增設Rational智能蒸烤爐藍色藥錠清潔盒、綠色藥錠烤網層架，另外出現故障碼S40"
"T-3697","2026-07-21","2026-07-22","完修","","已封存","邱信豪 Mars","萬家福-內壢","SCC WE 201","5","","","","","同意報價維修","同意報價維修"
"T-3020","2026-07-21","2026-07-24","完修","","已封存","陳柏凱 Kevin","萬家福-宜蘭店","SCC WE 201","5","","","","","同意報價維修","同意報價維修"
"T-2618","2026-07-21","","未完成 / 另約時間","","處理中","林正賢 Jeff","時代國際飯店W hotel","SCC 202","5","","","","",".名稱：時代國際飯店W hotel",".名稱：時代國際飯店W hotel  2.聯絡人 工程部0976-330927 3.地址：110臺北市信義區忠孝東路五段10號 4.機型：SCC 202 四行螢幕電力型 5.過保 6問題：無法清洗  8樓中間那台"
"T-4064","2026-07-21","2026-07-27","完修","同意報價","處理中","林正賢 Jeff","21世紀-新竹大全聯","ICP 61","5","","","","","1.客戶名稱/經銷：21世紀-新竹大全聯","1.客戶名稱/經銷：21世紀-新竹大全聯 2.統編： 3.聯絡人：劉S-職員 4.聯絡電話號碼：(03)562-1521 5.地址：新竹市東區忠孝路300號 6.機型/機號：6盤 7.保固與否： 8.故障問題：內部三個層架歪掉"
"T-3644","2026-07-21","2026-07-27","完修","","處理中","邱信豪 Mars","郁選","RobotCoupe J100","5","","","","","叫修:","叫修: 1.客戶名稱/經銷：郁選 2.統編： 3.聯絡人：小嫻   4.聯絡電話號碼：09166 66252 5.地址：台北市松山區復興北路35號 6.機型/機號：RobotCoupe J100 7.保固與否：過保 8.故障問題：機器運轉，關機無法停止 9.現場不對客人報價，報給經銷商，郁選"
"T-1027","2026-07-22","2026-07-23","完修","","已封存","陳柏凱 Kevin","李宥吉","ICP 101G","5","","","","","1.客戶名稱/經銷：","1.客戶名稱/經銷： 2.統編： 3.聯絡人：李宥吉 4.連絡電話：0911891718 5.維修地址：台北市北投區振華街11號 6.機型/機號：G11SJ25113269157 7.保固與否：剛裝機 8.固障問題：出現故障代碼:34.2+19"
"T-9255","2026-07-21","","未執行","","處理中","葉幸忠 Sc.yeh","喬元手創食品有限公司","ICP 202","5","","","","","叫修：","叫修： 1.客戶名稱/經銷：喬元手創食品有限公司 2.統編： 3.聯絡人：章小姐 4.聯絡電話號碼：02-2206-6300 5.地址：樹林區忠愛街3號6樓 6.機型/機號：ICP 202 7.保固與否：保固，剛裝機不久 8.故障問題：清洗不乾淨,炭渣沾肉! 請7/23(週四）早上協同到現場檢查至清洗結束!徐副總及我會到場處理!"
"T-5490","2026-07-22","","未執行","","處理中","未指派","聚禾豐- kafeD 台北101 The One店","slayer steam LP","5","","","","","叫修:","叫修:  1.客戶名稱/經銷：聚禾豐股份有限公司- kafeD 台北101 The One店 2.統編：50824845 3.聯絡人：陳先生 4.聯絡電話號碼：0912-976616 5.地址：臺北市信義區西村里市府路45號89樓 6.機型/機號：slayer steam LP 7.保固與否：過保 8.故障問題：漏水  7/17夜間安裝，7/18客戶反應漏水，有先說明應跟裝機導致無關，需現場確認，客戶希望7/24晚上9點前往"
"T-7535","2026-07-22","2026-07-22","報價","未報價","處理中","廖聖典 Max","六福萬怡","ICP 201","5","","","","","7樓icp201","7樓icp201 導風板支架斷裂 造成清洗有時候會失敗"
"T-0413","2026-07-22","2026-07-22","完修","","已封存","廖聖典 Max","六福萬怡","SCC WE 202","5","","","","","1.客戶名稱/經銷：六福萬怡-9樓右側","1.客戶名稱/經銷：六福萬怡-9樓右側 2.統編： 54397437 3.聯絡人：許國忠課長 4.聯絡電話號碼： 02-66156565#2380  5.地址：台北市南港區忠孝東路七段359號 6.機型/機號：九樓三台SCC-202G 7.保固與否：保固 8.故障問題：7/21-23更換熱交換器及燃燒器三套!"
"T-5406","2026-07-22","2026-07-22","完修","","已封存","劉明忠 Yuie","楊柏偉-悅廚","PACOJET","5","","","","","楊柏偉-悅廚","楊柏偉-悅廚 PACOJET 運回測試OK! 備機已還悅廚"
"T-0218","2026-07-22","2026-07-22","完修","","已封存","楊棟嘉 Ken","全家-虎尾虎威店(移機安裝)","XS","5","","","","","土庫新建國店 移裝機 至 虎尾虎威店","土庫新建國店 移裝機 至 虎尾虎威店 喇叭異常更換OK"
"T-4358","2026-07-22","2026-07-22","完修","","已封存","陳柏凱 Kevin","蘭田穀王-文化店(2次維修)","DC-PRO","5","","","","","1.客戶名稱/經銷：蘭田穀王－文化店","1.客戶名稱/經銷：蘭田穀王－文化店 2.統編： 3.聯絡人： 4.聯絡電話號碼：039325000 5.地址：260宜蘭縣宜蘭市民族路426號 6.機型/機號：ＤＣ－ＰＲＯ 7.保固與否：過保 8.故障問題：１.兩邊打蒸氣出來都是水沒有蒸氣"
"T-9910","2026-07-22","2026-07-24","完修","","已封存","廖聖典 Max","舒食健康餐盒-大甲店","ICP 61G","5","","","","","叫修","叫修 1.客戶名稱/經銷：舒食健康餐盒-大甲店 2.統編： 3.聯絡人：李冠忠 4.聯絡電話號碼：04 2686 8343 5.地址：台中市大甲區雁門路363號 6.機型/機號：G61SJ21062897513 7.保固與否： 8.問題：清洗中斷。"
"T-4526","2026-07-22","2026-07-23","報價","已報價","處理中","劉明忠 Yuie","久盛企業有限公司","ICP 61","5","","","","","詢價報價維修","詢價報價維修 路竹科技園區"
"T-4900","2026-07-23","2026-07-23","完修","","已封存","陳柏凱 Kevin","焦糖楓","ICP 201","5","","","","","叫修:","叫修: 1.客戶名稱/經銷：焦糖楓 2.統編： 3.聯絡人：啊四 4.聯絡電話號碼：02-2700-7881 5.地址：台北市內湖區民權東路六段15巷30號3樓 6.機型/機號：ICP 201 7.保固與否： 8.故障問題： *前一天停水，今天使用，兩台201其中一台出現「水循環故障」，但是另一台是好的 *另一台排水管脫落，屆時請一起處理"
"T-6872","2026-07-23","2026-07-24","完修","","已封存","林正賢 Jeff","全家-龜山文德店","XS","5","","","","","叫修:","叫修: 1.客戶名稱/經銷：全家-龜山文德店 2.統編： 3.聯絡人：蕭小姐 4.聯絡電話號碼：033972063 5.地址：桃園市龜山區文德路76號1樓 6.機型/機號：E60SJ23073071697 7.保固與否：否 8.故障問題：Rational智能蒸烤爐畫面出現故障需保養，S14"
"T-6279","2026-07-22","2026-07-25","完修","","已封存","劉明忠 Yuie","21-鼎山家樂福","ICP 61","5","","","","","叫修:","叫修: 1.客戶名稱/經銷：21-鼎山家樂福 2.統編： 3.聯絡人： 呂R-職員 4.聯絡電話號碼：07-3953921 5.地址：高雄市三民區大順二路849號1樓 6.機型/機號：ICP061 7.保固與否：過 8.故障問題：會跳出""檢查烹飪箱是否有清潔殘留物"""
"T-1123","2026-07-23","2026-07-24","完修","","已封存","陳祐嘉 Dean","21-信義信安","ICP 61G","5","","","","","緊急叫修:","緊急叫修:  1.客戶名稱/經銷：21信義信安  2.統編： 3.聯絡人：林S-店長 4.聯絡電話號碼：02-23772621 5.地址：台北市信義區信安街200號1樓 6.機型/機號：ICP061G 7.保固與否：過 8.故障問題：會一直顯示點火警告(請先回電門市)"
"T-1358","2026-07-23","2026-07-27","完修","","處理中","邱信豪 Mars","游育甄","SCC WE XS","5","","","","","1.客戶名稱/經銷：游育甄","1.客戶名稱/經銷：游育甄 2.統編： 3.聯絡人：游育甄 4聯絡電話：0910518501 5.地址：台北市大同區涼州街72巷2-1號 6.機型/機號：E60SI18092696484 7.保固與否：否 8.故障問題：7/21有叫修,但更換濾芯後能用,但現在又出現一樣的問題 請先電話聯絡,客戶希望明天下午可以過去維修"
"T-6073","2026-07-23","2026-07-24","完修","","已封存","邱信豪 Mars","大誠信譽有限公司","SCC WE XS","5","","","","","1.客戶名稱/經銷：大誠信譽有限公司","1.客戶名稱/經銷：大誠信譽有限公司 2.統編：83062712 3.聯絡人：陳先生 4.聯絡電話號碼： 0916341438 5.地址：106臺北市大安區通安街88號 6.機型/機號：SCC XS 7.保固與否：否 8.故障問題：濾心漏水，如照片"
"T-7741","2026-07-22","2026-07-24","完修","","已封存","楊棟嘉 Ken","全家-台中林新店","XS","5","","","","","1.客戶名稱/經銷：全家-台中林新店","1.客戶名稱/經銷：全家-台中林新店 2.統編： 3.聯絡人：許佳雯 4.聯絡電話號碼：0422510100 5.地址：台中市南屯區惠中路三段３６號Ｂ棟１Ｆ商店２店面 6.機型/機號：E60SJ22113014440 7.保固與否：否 8.故障問題：Rational智能蒸烤爐清潔異常，請避開早、午尖峰時段"
"T-2858","2026-07-23","","未完成 / 另約時間","","處理中","林正賢 Jeff","寶萊納啤酒餐廳","SCC 61","5","","","","","叫修:","叫修:  1.客戶名稱/經銷：寶萊納啤酒餐廳 2.統編： 3.聯絡人：郁惠或大衛 4.聯絡電話號碼：03 367 6321 5.地址：寶萊納啤酒餐廳 6.機型/機號：SCC四條線 7.保固與否：過保 8.故障問題：業主沒注意設備是220v的，把它接成380v，導致設備燒掉"
"T-7008","2026-07-22","2026-07-23","報價","未報價","處理中","楊棟嘉 Ken","萬家福-彰化店","SCC WE 201","5","","","","","叫修:","叫修:  1.客戶名稱/經銷：萬家福-彰化店 2.統編： 3.聯絡人：張榮宗養護課長 4.聯絡電話號碼：0923-399-176 5.地址：彰化縣彰化市金馬路二段321號 6.機型/機號：SCC201/E21SI17052591351 7.保固與否：過保 8.故障問題：烤不熟"
"T-5747","2026-07-22","2026-07-23","完修","","已封存","林正賢 Jeff","六福萬怡","SCC WE 202G","5","","","","","更換熱交換器(第三台)","更換熱交換器(第三台)"
"T-9166","2026-07-24","","未執行","","處理中","楊棟嘉 Ken","85度C-台中健行","DC ONE","5","","","","","*緊急叫修:*","*緊急叫修:* 1.客戶名稱/經銷：85度C-台中健行 2.統編： 3.聯絡人：-店長 4.聯絡電話號碼：04-22079200 5.地址：台中市北區健行路480號 6.機型/機號：  7.保固與否： 8.故障問題：磨豆機卡死無法研磨"
"T-6748","2026-07-24","2026-07-24","完修","","已封存","林正賢 Jeff","華膳空廚股份有限公司","ICP 202","5","","","","","叫修:","叫修: 1.客戶名稱/經銷：華膳空廚股份有限公司 2.統編： 3.聯絡人：侯鴻吉 4.聯絡電話號碼：03-354-1000*5455 5.地址：桃園市蘆竹區海山路二段156巷22號 6.機型/機號：E22SJ22123025266 7.保固與否：否 8.故障問題: 熱廚萬能蒸烤箱的上風扇加熱器線接頭燒斷掉，安排技師前來更換檢修，謝謝您!"
"T-6856","2026-07-22","2026-07-24","完修","","已封存","邱信豪 Mars","李宥吉","ICP 101G","5","","","","","1.客戶名稱/經銷：","1.客戶名稱/經銷： 2.統編： 3.聯絡人：李宥吉 4.連絡電話：0911891718 5.維修地址：台北市北投區振華街11號 6.機型/機號：G11SJ25113269157 7.保固與否：剛裝機 8.固障問題：出現故障代碼:34.2"
"T-9797","2026-07-24","","未執行","","處理中","陳柏凱 Kevin","欣光食品","SCC WE 202","5","","","","","1.客戶名稱/經銷：欣光食品","1.客戶名稱/經銷：欣光食品 2.統編： 3.聯絡人：劉先生 4.聯絡電話號碼：0926811571 5.地址：320桃園市中壢區南園路2-20號 6.機型/機號：SCC202：1,2號機 7.保固與否：過保 8.故障問題：1,2號這兩台機器經常顯示缺水故障，導致清洗失敗，清洗藥劑殘留，油飯蒸不熟，但是機器缺水時水槍壓力是正常，或是忽強忽弱，濾心是新的，之前進水管路是一支主幹管再分成四支支管給四台蒸烤箱使用，但是目前已經改成兩支主幹管分別供應四台蒸烤箱使用，個人建議將2號機及3號機的進水交換，來判斷是不是進水壓力不穩定照成經常故障（目前出問題的都是1,2號機），欣光的蒸烤箱缺水煮不熟的問題已經處理很多次，但是無法根治，請再詳細檢查. 9.客人反應1號機烤出來成品的溫度和另外探針測試的溫度會差兩度，請現場確認，校正. 10.現場維修，如果不是屬於機器本生的問題，或是操作問題，請工單詳細記錄，並且向現場領班說明原因，或是正確操作方法，並請對方簽名確認，避免現場人員都狀況外，把責任都推給廠商，說我們都沒說明 11.過去維修時請將以上報價單的零件帶去現場交貨，訂單簽核中，候補，謝謝"
"T-8726","2026-07-24","","未執行","","處理中","未指派","捷兆有限公司","dalla Corte,zero","5","","","","","1.客戶名稱/經銷：捷兆有限公司","1.客戶名稱/經銷：捷兆有限公司 2.統編： 3.聯絡人：鄭小姐 4.聯絡電話號碼：0960 999 899  5.地址： 236新北市土城區學海街1號 6.機型/機號：dalla Corte,zero 7.保固與否：過保 8.故障問題：如照片故障，時好時壞，請安排檢查"
"T-1835","2026-07-24","2026-07-24","報價","已報價","處理中","葉幸忠 Sc.yeh","萬家福-重慶店","SCC WE 201","5","","","","","叫修：","叫修： 1.客戶名稱/經銷：萬家福-重慶店 2.統編： 3.聯絡人： 李建利 養護課經理 4.連絡電話：0921-953-772 5.維修地址：台北市大同區重慶北路2段171號1樓及地下1,2樓  6.機型/機號：E21SI17042582860 7.保固與否： 8.固障問題：50.00.176P 水槍總成斷裂,先報價!"
"T-3841","2026-07-24","2026-07-24","完修","","已封存","楊棟嘉 Ken","中台禪寺","SCC WE 101、201","5","","","","","101 關機異常","101 關機異常 201 S40"
"T-0797","2026-07-24","2026-07-24","完修","","已封存","陳祐嘉 Dean","立智傑","Robot-Cook","5","","","","","旋鈕異常","旋鈕異常"
"T-7352","2026-07-24","2026-07-24","完修","","已封存","劉明忠 Yuie","全家-澎湖西衛","XS","5","","","","","更換備機","更換備機"
"T-9995","2026-07-26","","未執行","","處理中","未指派","新竹煙波湖濱-陽光餐廳","A600","5","","","","","叫修","叫修  1.店名：新竹煙波湖濱-陽光餐廳 2.聯絡人： 3.聯絡電話號碼： 4.地址：300新竹市東區明湖路773號 5.機型：Franke A600 6.問題：右邊磨豆機脈衝問題 已都清潔過 都無法使用 請優先安排"
"T-5302","2026-07-26","2026-07-26","完修","","已封存","廖聖典 Max","21世紀-信義信安","ICP 61G","5","","","","","緊急叫修:","緊急叫修:  1.客戶名稱/經銷：21信義信安  2.統編： 3.聯絡人：林S-店長 4.聯絡電話號碼：02-23772621 5.地址：台北市信義區信安街200號1樓 6.機型/機號：ICP061G 7.保固與否：過 8.故障問題：顯示供水洞異常/無法清洗。"
"T-3954","2026-07-26","","未完成 / 另約時間","","處理中","廖聖典 Max","國賓飯店-中餐","真空包裝機","5","","","","","叫修","叫修 國賓飯店   1 中餐區 真空包裝機 2地點: 遼寧餐廳A CUT 台北市中山區遼寧街177號 3.機號: ITEV301 2000757 4.聯絡人:崔先生 5.問題 ORVED EVOX30 已經換過封條，但是還是封不密合上  週一再請協助mail 原廠詢問"
"T-2573","2026-07-26","2026-07-27","完修","","處理中","廖聖典 Max","國賓飯店-中餐","急冷機","5","","","","","叫修","叫修 國賓飯店   1 中餐區 急冷機 2地點: 遼寧餐廳A CUT 台北市中山區遼寧街177號 3.機號:091700039  4.聯絡人:崔先生 5.無法使用  IRINOX ICY S"
"T-0641","2026-07-26","2026-07-27","完修","","處理中","楊棟嘉 Ken","全家-台中復興北店","XS","5","","","","","叫修: 未上報修系統","叫修: 未上報修系統 1.客戶名稱/經銷：全家-台中復興北店 2.統編： 3.聯絡人：林祐瑄     4.聯絡電話號碼：0422650810 5.地址：台中市南區復興北路300號 6.機型/機號：E60SJ22113014267 7.保固與否：否 8.故障問題：店長來電告知Rational智能蒸烤爐出現蒸氣發生器填充量S14，S120"
"T-3398","2026-07-26","2026-07-27","報價","同意報價","處理中","楊棟嘉 Ken","舒食健康餐盒-大甲店","ICP 61","5","","","","","叫修","叫修 1.客戶名稱/經銷：舒食健康餐盒-大甲店 2.統編： 3.聯絡人：李冠忠 4.聯絡電話號碼：04 2686 8343 5.地址：台中市大甲區雁門路363號 6.機型/機號：G61SJ21062897513 7.保固與否： 8.問題： 中午維修好之後正常 但是剛才開門洗機子玻璃的這個墊子掉了，再麻煩安排維修"
"T-2725","2026-07-25","2026-07-25","完修","","已封存","劉明忠 Yuie","LOPIA-漢神巨蛋","A600","5","","","","","沖泡器安裝錯誤","沖泡器安裝錯誤"
"T-9775","2026-07-25","2026-07-25","完修","","已封存","劉峻宇 Otto","Hi-life 桃縣桃海","關東煮機、蒸包機","5","","","","","故障","故障"
"T-8962","2026-07-27","","未執行","","處理中","未指派","綠禾子健康餐廚","ICP 61","5","","","","","叫修:","叫修: 1.客戶名稱/經銷：綠禾子健康餐廚 2.統編： 3.聯絡人：陳彥志 4.聯絡電話號碼：0928337661 5.地址：苗栗縣苗栗市府前路93號 6.機型/機號：G11SJ24073152264 7.保固與否：保固內 8.故障問題：LED燈組更換! 13:30-15:30可以維修 其餘時間都需要使用機器哦"
"T-3165","2026-07-24","2026-07-28","完修","","處理中","林正賢 Jeff","金色三麥-桃園藝文店","ICP101","5","","","","","叫修:","叫修: 1.客戶名稱/經銷：金色三麥桃園藝文店 2.統編： 3.聯絡人：陳信元 4.聯絡電話號碼：:0922101984 5.地址：桃園市桃園區南平路301號 6.機型/機號：ICP101/E11SJ23073071235 7.保固與否：過保 8.故障問題：6/15維修後，建議更換耗材報價單已回簽"
"T-6065","2026-07-24","","未執行","","處理中","葉幸忠 Sc.yeh","新竹市立內湖國民中學","ICP 202","5","","","","","叫修:","叫修:  1.客戶名稱/經銷：新竹市立內湖國民中學 2.統編： 3.聯絡人：張靜芳營養師 4.聯絡電話號碼：03-537-3484  5.地址：新竹市香山區五福路一段12號 6.機型/機號：G22SJ23053056098 7.保固與否： 8.故障問題：固定機器腳座(自備"
"T-9365","2026-07-24","2026-07-28","完修","","處理中","林正賢 Jeff","全家-龜山文德店","XS","5","","","","","叫修:","叫修:  1.客戶名稱/經銷：全家 - 龜山文德店 2.統編： 3.聯絡人：蕭婷方 4.聯絡電話號碼：033972063 5.地址：桃園市龜山區文德路76號1樓 6.機型/機號：E60SJ23073071697 7.保固與否：否 8.故障問題：Rational智能蒸烤爐蒸氣發生器水位識別故障"
"T-2697","2026-07-27","2026-07-27","完修","","處理中","廖聖典 Max","21世紀-華泰","ICP 61","5","","","","","緊急叫修:","緊急叫修:  1.客戶名稱/經銷：21世紀-華泰 2.統編： 3.聯絡人：蔡S-職員 4.聯絡電話號碼： 03-2875921 5.地址：桃園市中壢區春德路189號2樓 店號1141 6.機型/機號：ICP061 7.保固與否： 8.故障問題： 後方水管脫落"
"T-9892","2026-07-27","2026-07-27","完修","","處理中","劉明忠 Yuie","三坪八小姐","ICP 101G","5","","","","","漏水","漏水"
"T-6751","2026-07-27","2026-07-28","未完成 / 另約時間","","處理中","楊棟嘉 Ken","中部電機（一笈壽司）","ICP 61","5","","","","","清潔盒破損","清潔盒破損"
"T-1465","2026-07-27","2026-07-28","完修","","處理中","林正賢 Jeff","全家-林口麗林店","XS","5","","","","","叫修:三級維修","叫修:三級維修 1.客戶名稱/經銷：全家-林口麗林店 2.統編： 3.聯絡人：翁小姐 4.聯絡電話號碼：0226024790 5.地址：新北市林口區中山路522號1樓 6.機型/機號：E60SJ23073071434 7.保固與否：否 8.故障問題：Rational智能蒸烤爐球閥功能故障，S27"
"T-8759","2026-07-27","","未執行","","處理中","陳柏凱 Kevin","立智傑-展示廚房","ICP 61","5","","","","","1.客戶名稱/經銷：立智傑展示廚房","1.客戶名稱/經銷：立智傑展示廚房 2.統編： 3.聯絡人：陳宥維 4.聯絡電話號碼：  5.地址： 6.機型/機號：ICP61 7.保固與否： 8.故障問題：清潔時會漏水"
"T-4671","2026-07-27","","未執行","","處理中","未指派","21世紀- 太平中山","ICP 61","5","","","","","叫修:","叫修: 1.客戶名稱/經銷：21世紀- 太平中山 2.統編： 3.聯絡人：陳S-職員 4.聯絡電話號碼：04-23913021 5.地址：台中市太平區中山路三段150+152號1樓 6.機型/機號：ICP061 7.保固與否：過保 8.故障問題：內部中心溫度探針低缸故障"
"T-2441","2026-07-27","","未執行","","處理中","未指派","昱品實業有限公司（復興中學新的團膳廠商）","SCC WE 202、ICP 202","5","","","","","叫修:","叫修: 1.客戶名稱/經銷：昱品實業有限公司（復興中學新的團膳廠商） 2.統編：53727987 3.聯絡人：張苑庭小姐 4.聯絡電話號碼：0958860751 5.地址： 復興實驗中學 6.機型/機號：SCC 40盤，ICP 40盤 7.保固與否：過保 8.故障問題：更換進水濾心 9.請過去換濾心時帶綠色，藍色藥劑各一桶交貨"
"T-4057","2026-07-28","","未執行","","處理中","未指派","21世紀-徐匯廣場","ICP 61","5","","","","","叫修:","叫修: 1.客戶名稱/經銷：21世紀-徐匯廣場 2.統編： 3.聯絡人：陳R-職員 4.聯絡電話號碼：02-2281-8221 5.地址：新北市蘆洲區中山一路6號B1 6.機型/機號：6盤萬能蒸烤箱 7.保固與否：過 8.故障問題：無法加熱"
